a0,gamma0,R,chi
19.54238,31.897702,0.00028758398,0.0030249148
19.91811,31.897702,0.00029874871,0.0030830731
20.301064,31.897702,0.00031034688,0.0031423496
20.691381,31.897702,0.00032239533,0.0032027658
21.089202,31.897702,0.00033491153,0.0032643435
21.494672,31.897702,0.00034791364,0.0033271052
21.907938,31.897702,0.00036142052,0.0033910736
22.329149,31.897702,0.00037545177,0.0034562718
22.758459,31.897702,0.00039002775,0.0035227236
23.196023,31.897702,0.00040516961,0.0035904529
23.642,31.897702,0.00042089931,0.0036594845
24.096551,31.897702,0.00043723968,0.0037298434
24.559842,31.897702,0.00045421443,0.0038015549
25.03204,31.897702,0.00047184817,0.0038746453
25.513317,31.897702,0.0004901665,0.0039491408
26.003847,31.897702,0.000509196,0.0040250687
26.503808,31.897702,0.00052896427,0.0041024564
27.013381,31.897702,0.00054949999,0.004181332
27.532752,31.897702,0.00057083296,0.0042617241
28.062109,31.897702,0.00059299413,0.0043436618
28.601643,31.897702,0.00061601566,0.0044271749
29.15155,31.897702,0.00063993093,0.0045122937
29.71203,31.897702,0.00066477466,0.004599049
30.283287,31.897702,0.00069058288,0.0046874723
30.865526,31.897702,0.00071739305,0.0047775956
31.45896,31.897702,0.00074524405,0.0048694518
32.063803,31.897702,0.0007741763,0.0049630739
32.680276,31.897702,0.00080423177,0.0050584961
33.308601,31.897702,0.00083545407,0.0051557529
33.949006,31.897702,0.00086788849,0.0052548796
34.601725,31.897702,0.00090158211,0.0053559122
35.266992,31.897702,0.00093658379,0.0054588873
35.94505,31.897702,0.00097294433,0.0055638422
36.636145,31.897702,0.0010107165,0.005670815
37.340528,31.897702,0.001049955,0.0057798445
38.058453,31.897702,0.0010907169,0.0058909703
38.790181,31.897702,0.0011330613,0.0060042326
39.535978,31.897702,0.0011770496,0.0061196726
40.296113,31.897702,0.0012227456,0.006237332
41.070864,31.897702,0.0012702157,0.0063572537
41.86051,31.897702,0.0013195286,0.0064794809
42.665338,31.897702,0.0013707561,0.0066040582
43.48564,31.897702,0.0014239722,0.0067310307
44.321713,31.897702,0.0014792544,0.0068604444
45.173862,31.897702,0.0015366828,0.0069923462
46.042394,31.897702,0.0015963407,0.0071267841
46.927625,31.897702,0.0016583147,0.0072638067
47.829875,31.897702,0.0017226946,0.0074034637
48.749473,31.897702,0.0017895739,0.0075458059
49.686751,31.897702,0.0018590497,0.0076908848
50.64205,31.897702,0.0019312227,0.0078387531
51.615716,31.897702,0.0020061976,0.0079894643
52.608102,31.897702,0.0020840832,0.0081430732
53.619568,31.897702,0.0021649926,0.0082996354
54.650481,31.897702,0.002249043,0.0084592078
55.701214,31.897702,0.0023363565,0.0086218481
56.77215,31.897702,0.0024270598,0.0087876155
57.863675,31.897702,0.0025212843,0.0089565699
58.976187,31.897702,0.0026191669,0.0091287728
60.110089,31.897702,0.0027208496,0.0093042865
61.265791,31.897702,0.0028264798,0.0094831747
62.443713,31.897702,0.0029362108,0.0096655023
63.644283,31.897702,0.0030502019,0.0098513354
64.867935,31.897702,0.0031686184,0.010040741
66.115114,31.897702,0.0032916322,0.010233789
67.386272,31.897702,0.0034194216,0.010430548
68.681869,31.897702,0.0035521722,0.01063109
70.002376,31.897702,0.0036900764,0.010835488
71.348272,31.897702,0.0038333345,0.011043816
72.720044,31.897702,0.0039821541,0.011256149
74.118191,31.897702,0.0041367514,0.011472565
75.543219,31.897702,0.0042973505,0.011693141
76.995646,31.897702,0.0044641844,0.011917959
78.475997,31.897702,0.0046374953,0.012147098
79.98481,31.897702,0.0048175345,0.012380644
81.522633,31.897702,0.0050045633,0.012618679
83.090022,31.897702,0.005198853,0.012861291
84.687546,31.897702,0.0054006856,0.013108568
86.315785,31.897702,0.0056103538,0.013360599
87.97533,31.897702,0.0058281618,0.013617476
89.666781,31.897702,0.0060544257,0.013879291
91.390753,31.897702,0.0062894737,0.01414614
93.147871,31.897702,0.0065336469,0.01441812
94.938772,31.897702,0.0067872995,0.014695329
96.764105,31.897702,0.0070507995,0.014977868
98.624534,31.897702,0.0073245293,0.015265839
100.52073,31.897702,0.0076088859,0.015559346
102.45339,31.897702,0.007904282,0.015858497
104.4232,31.897702,0.0082111461,0.016163399
106.43088,31.897702,0.0085299235,0.016474164
108.47717,31.897702,0.0088610765,0.016790903
110.5628,31.897702,0.0092050858,0.017113732
112.68853,31.897702,0.0095624504,0.017442768
114.85512,31.897702,0.0099336887,0.01777813
117.06338,31.897702,0.01031934,0.01811994
119.31409,31.897702,0.010719962,0.018468322
121.60807,31.897702,0.011136138,0.018823402
123.94616,31.897702,0.011568471,0.019185309
126.3292,31.897702,0.012017588,0.019554174
128.75806,31.897702,0.012484141,0.01993013
131.23362,31.897702,0.012968807,0.020313316
133.75678,31.897702,0.013472289,0.020703868
136.32844,31.897702,0.013995317,0.02110193
138.94955,31.897702,0.01453865,0.021507644
141.62105,31.897702,0.015103077,0.02192116
144.34392,31.897702,0.015689416,0.022342625
147.11914,31.897702,0.016298519,0.022772194
149.94771,31.897702,0.016931268,0.023210022
152.83067,31.897702,0.017588583,0.023656268
155.76906,31.897702,0.018271416,0.024111094
158.76394,31.897702,0.018980758,0.024574664
161.81641,31.897702,0.019717639,0.025047147
164.92756,31.897702,0.020483127,0.025528714
168.09853,31.897702,0.021278334,0.02601954
171.33046,31.897702,0.022104412,0.026519803
174.62454,31.897702,0.022962561,0.027029684
177.98194,31.897702,0.023854025,0.027549368
181.4039,31.897702,0.024780099,0.028079044
184.89165,31.897702,0.025742124,0.028618904
188.44645,31.897702,0.026741498,0.029169143
192.06961,31.897702,0.02777967,0.029729962
195.76242,31.897702,0.028858147,0.030301563
199.52623,31.897702,0.029978493,0.030884154
0.1,32.642579,7.7061039e-09,1.5840204e-05
0.10192264,32.642579,8.0052742e-09,1.6144754e-05
0.10388225,32.642579,8.3160591e-09,1.645516e-05
0.10587954,32.642579,8.6389094e-09,1.6771534e-05
0.10791522,32.642579,8.9742936e-09,1.7093991e-05
0.10999005,32.642579,9.3226982e-09,1.7422648e-05
0.11210476,32.642579,9.6846288e-09,1.7757623e-05
0.11426014,32.642579,1.006061e-08,1.8099039e-05
0.11645695,32.642579,1.0451189e-08,1.8447018e-05
0.118696,32.642579,1.085693e-08,1.8801689e-05
0.1209781,32.642579,1.1278423e-08,1.9163178e-05
0.12330408,32.642579,1.171628e-08,1.9531618e-05
0.12567478,32.642579,1.2171136e-08,1.9907141e-05
0.12809105,32.642579,1.264365e-08,2.0289884e-05
0.13055379,32.642579,1.3134508e-08,2.0679986e-05
0.13306387,32.642579,1.3644423e-08,2.1077588e-05
0.13562221,32.642579,1.4174133e-08,2.1482835e-05
0.13822974,32.642579,1.4724409e-08,2.1895873e-05
0.14088741,32.642579,1.5296047e-08,2.2316853e-05
0.14359617,32.642579,1.5889878e-08,2.2745926e-05
0.14635701,32.642579,1.6506763e-08,2.3183249e-05
0.14917093,32.642579,1.7147597e-08,2.362898e-05
0.15203896,32.642579,1.781331e-08,2.4083281e-05
0.15496213,32.642579,1.8504868e-08,2.4546317e-05
0.15794149,32.642579,1.9223273e-08,2.5018255e-05
0.16097814,32.642579,1.9969569e-08,2.5499266e-05
0.16407318,32.642579,2.0744838e-08,2.5989526e-05
0.16722772,32.642579,2.1550205e-08,2.6489212e-05
0.17044291,32.642579,2.2386838e-08,2.6998505e-05
0.17371992,32.642579,2.3255951e-08,2.751759e-05
0.17705994,32.642579,2.4158806e-08,2.8046655e-05
0.18046417,32.642579,2.5096711e-08,2.8585892e-05
0.18393385,32.642579,2.6071029e-08,2.9135496e-05
0.18747024,32.642579,2.7083172e-08,2.9695668e-05
0.19107462,32.642579,2.8134608e-08,3.026661e-05
0.1947483,32.642579,2.9226865e-08,3.0848529e-05
0.19849262,32.642579,3.0361525e-08,3.1441636e-05
0.20230892,32.642579,3.1540236e-08,3.2046146e-05
0.2061986,32.642579,3.2764707e-08,3.2662279e-05
0.21016306,32.642579,3.4036715e-08,3.3290258e-05
0.21420375,32.642579,3.5358106e-08,3.3930311e-05
0.21832212,32.642579,3.6730797e-08,3.4582669e-05
0.22251968,32.642579,3.8156778e-08,3.5247571e-05
0.22679794,32.642579,3.9638121e-08,3.5925256e-05
0.23115845,32.642579,4.1176972e-08,3.661597e-05
0.2356028,32.642579,4.2775566e-08,3.7319964e-05
0.2401326,32.642579,4.4436221e-08,3.8037494e-05
0.2447495,32.642579,4.6161346e-08,3.8768819e-05
0.24945515,32.642579,4.7953446e-08,3.9514205e-05
0.25425129,32.642579,4.9815119e-08,4.0273922e-05
0.25913963,32.642579,5.1749067e-08,4.1048246e-05
0.26412196,32.642579,5.3758096e-08,4.1837457e-05
0.26920008,32.642579,5.5845121e-08,4.2641842e-05
0.27437584,32.642579,5.8013169e-08,4.3461692e-05
0.27965111,32.642579,6.0265386e-08,4.4297306e-05
0.2850278,32.642579,6.260504e-08,4.5148985e-05
0.29050787,32.642579,6.5035525e-08,4.6017038e-05
0.29609329,32.642579,6.7560367e-08,4.6901782e-05
0.30178611,32.642579,7.018323e-08,4.7803535e-05
0.30758838,32.642579,7.290792e-08,4.8722627e-05
0.31350221,32.642579,7.5738389e-08,4.9659389e-05
0.31952973,32.642579,7.8678743e-08,5.0614162e-05
0.32567315,32.642579,8.173325e-08,5.1587291e-05
0.33193468,32.642579,8.490634e-08,5.2579131e-05
0.3383166,32.642579,8.8202618e-08,5.3590039e-05
0.34482122,32.642579,9.1626865e-08,5.4620385e-05
0.3514509,32.642579,9.518405e-08,5.567054e-05
0.35820805,32.642579,9.8879335e-08,5.6740885e-05
0.36509511,32.642579,1.0271808e-07,5.783181e-05
0.37211458,32.642579,1.0670585e-07,5.8943709e-05
0.37926902,32.642579,1.1084844e-07,6.0076986e-05
0.38656101,32.642579,1.1515186e-07,6.1232052e-05
0.3939932,32.642579,1.1962234e-07,6.2409326e-05
0.40156828,32.642579,1.2426638e-07,6.3609234e-05
0.409289,32.642579,1.2909072e-07,6.4832213e-05
0.41715817,32.642579,1.3410234e-07,6.6078705e-05
0.42517863,32.642579,1.3930853e-07,6.7349162e-05
0.4333533,32.642579,1.4471684e-07,6.8644046e-05
0.44168513,32.642579,1.5033511e-07,6.9963826e-05
0.45017716,32.642579,1.561715e-07,7.130898e-05
0.45883246,32.642579,1.6223447e-07,7.2679998e-05
0.46765417,32.642579,1.6853282e-07,7.4077374e-05
0.47664549,32.642579,1.7507569e-07,7.5501618e-05
0.48580968,32.642579,1.8187256e-07,7.6953244e-05
0.49515007,32.642579,1.8893331e-07,7.843278e-05
0.50467003,32.642579,1.9626818e-07,7.9940763e-05
0.51437304,32.642579,2.038878e-07,8.1477738e-05
0.52426259,32.642579,2.1180324e-07,8.3044264e-05
0.53434229,32.642579,2.2002598e-07,8.4640909e-05
0.54461579,32.642579,2.2856794e-07,8.6268251e-05
0.5550868,32.642579,2.3744152e-07,8.7926882e-05
0.56575914,32.642579,2.466596e-07,8.9617402e-05
0.57663667,32.642579,2.5623554e-07,9.1340424e-05
0.58772333,32.642579,2.6618325e-07,9.3096574e-05
0.59902315,32.642579,2.7651715e-07,9.4886489e-05
0.61054023,32.642579,2.8725224e-07,9.6710817e-05
0.62227874,32.642579,2.984041e-07,9.8570221e-05
0.63424294,32.642579,3.099889e-07,0.00010046537
0.64643716,32.642579,3.2202344e-07,0.00010239696
0.65886584,32.642579,3.345252e-07,0.00010436569
0.67153348,32.642579,3.4751231e-07,0.00010637227
0.68444467,32.642579,3.6100361e-07,0.00010841743
0.6976041,32.642579,3.7501868e-07,0.00011050191
0.71101653,32.642579,3.8957785e-07,0.00011262647
0.72468684,32.642579,4.0470224e-07,0.00011479187
0.73861998,32.642579,4.204138e-07,0.00011699891
0.75282101,32.642579,4.3673532e-07,0.00011924838
0.76729507,32.642579,4.5369048e-07,0.0001215411
0.78204741,32.642579,4.7130389e-07,0.0001238779
0.79708339,32.642579,4.8960109e-07,0.00012625963
0.81240846,32.642579,5.0860864e-07,0.00012868716
0.82802817,32.642579,5.283541e-07,0.00013116135
0.8439482,32.642579,5.4886614e-07,0.00013368312
0.86017431,32.642579,5.701745e-07,0.00013625336
0.87671239,32.642579,5.9231011e-07,0.00013887303
0.89356844,32.642579,6.1530508e-07,0.00014154306
0.91074857,32.642579,6.3919277e-07,0.00014426443
0.92825901,32.642579,6.6400784e-07,0.00014703812
0.94610612,32.642579,6.8978629e-07,0.00014986514
0.96429636,32.642579,7.1656553e-07,0.00015274651
0.98283633,32.642579,7.443844e-07,0.00015568328
1.0017328,32.642579,7.7328328e-07,0.00015867651
1.0209925,32.642579,8.0330408e-07,0.0001617273
1.0406226,32.642579,8.3449036e-07,0.00016483673
1.06063,32.642579,8.6688737e-07,0.00016800596
1.0810221,32.642579,9.0054212e-07,0.00017123611
1.1018063,32.642579,9.3550343e-07,0.00017452837
1.1229901,32.642579,9.7182203e-07,0.00017788393
1.1445812,32.642579,1.0095506e-06,0.000181304
1.1665874,32.642579,1.0487439e-06,0.00018478983
1.1890167,32.642579,1.0894588e-06,0.00018834268
1.2118773,32.642579,1.1317543e-06,0.00019196383
1.2351774,32.642579,1.1756918e-06,0.00019565461
1.2589254,32.642579,1.2213352e-06,0.00019941635
1.2831301,32.642579,1.2687505e-06,0.00020325042
1.3078001,32.642579,1.3180065e-06,0.0002071582
1.3329444,32.642579,1.3691749e-06,0.00021114111
1.3585721,32.642579,1.4223297e-06,0.0002152006
1.3846926,32.642579,1.4775481e-06,0.00021933814
1.4113153,32.642579,1.5349102e-06,0.00022355523
1.4384499,32.642579,1.5944993e-06,0.0002278534
1.4661061,32.642579,1.6564018e-06,0.0002322342
1.4942941,32.642579,1.7207074e-06,0.00023669924
1.5230241,32.642579,1.7875096e-06,0.00024125012
1.5523064,32.642579,1.8569053e-06,0.0002458885
1.5821517,32.642579,1.928995e-06,0.00025061605
1.6125708,32.642579,2.0038834e-06,0.00025543451
1.6435748,32.642579,2.0816792e-06,0.0002603456
1.6751749,32.642579,2.1624952e-06,0.00026535112
1.7073825,32.642579,2.2464487e-06,0.00027045287
1.7402094,32.642579,2.3336615e-06,0.00027565271
1.7736674,32.642579,2.4242601e-06,0.00028095253
1.8077687,32.642579,2.518376e-06,0.00028635425
1.8425256,32.642579,2.6161457e-06,0.00029185981
1.8779508,32.642579,2.717711e-06,0.00029747124
1.9140571,32.642579,2.8232194e-06,0.00030319055
1.9508576,32.642579,2.9328239e-06,0.00030901982
1.9883656,32.642579,3.0466835e-06,0.00031496117
2.0265948,32.642579,3.1649634e-06,0.00032101674
2.0655589,32.642579,3.2878352e-06,0.00032718875
2.1052723,32.642579,3.4154773e-06,0.00033347942
2.1457491,32.642579,3.5480747e-06,0.00033989104
2.1870042,32.642579,3.6858199e-06,0.00034642593
2.2290525,32.642579,3.8289127e-06,0.00035308646
2.2719092,32.642579,3.9775607e-06,0.00035987506
2.3155899,32.642579,4.1319796e-06,0.00036679417
2.3601105,32.642579,4.2923934e-06,0.00037384631
2.405487,32.642579,4.4590349e-06,0.00038103404
2.4517359,32.642579,4.6321459e-06,0.00038835996
2.498874,32.642579,4.8119774e-06,0.00039582674
2.5469184,32.642579,4.9987905e-06,0.00040343707
2.5958866,32.642579,5.1928561e-06,0.00041119373
2.6457962,32.642579,5.3944558e-06,0.00041909952
2.6966654,32.642579,5.6038822e-06,0.0004271573
2.7485127,32.642579,5.8214389e-06,0.00043537001
2.8013568,32.642579,6.0474418e-06,0.00044374062
2.8552168,32.642579,6.2822187e-06,0.00045227217
2.9101125,32.642579,6.5261103e-06,0.00046096775
2.9660635,32.642579,6.7794703e-06,0.00046983051
3.0230904,32.642579,7.0426663e-06,0.00047886368
3.0812136,32.642579,7.3160804e-06,0.00048807052
3.1404543,32.642579,7.600109e-06,0.00049745437
3.200834,32.642579,7.8951643e-06,0.00050701864
3.2623747,32.642579,8.2016745e-06,0.0005167668
3.3250985,32.642579,8.5200841e-06,0.00052670238
3.3890282,32.642579,8.8508552e-06,0.00053682898
3.4541872,32.642579,9.1944676e-06,0.00054715029
3.5205988,32.642579,9.55142e-06,0.00055767004
3.5882874,32.642579,9.9222301e-06,0.00056839204
3.6572773,32.642579,1.0307436e-05,0.00057932019
3.7275937,32.642579,1.0707597e-05,0.00059045845
3.799262,32.642579,1.1123292e-05,0.00060181085
3.8723083,32.642579,1.1555127e-05,0.00061338153
3.9467589,32.642579,1.2003726e-05,0.00062517467
4.022641,32.642579,1.246974e-05,0.00063719454
4.099982,32.642579,1.2953847e-05,0.00064944552
4.1788101,32.642579,1.3456748e-05,0.00066193204
4.2591537,32.642579,1.3979173e-05,0.00067465863
4.341042,32.642579,1.4521879e-05,0.0006876299
4.4245047,32.642579,1.5085655e-05,0.00070085057
4.5095721,32.642579,1.5671318e-05,0.00071432542
4.5962751,32.642579,1.6279718e-05,0.00072805935
4.6846451,32.642579,1.6911738e-05,0.00074205733
4.7747141,32.642579,1.7568294e-05,0.00075632444
4.8665148,32.642579,1.825034e-05,0.00077086586
4.9600805,32.642579,1.8958864e-05,0.00078568686
5.0554451,32.642579,1.9694894e-05,0.00080079281
5.1526433,32.642579,2.04595e-05,0.0008161892
5.2517102,32.642579,2.1253789e-05,0.0008318816
5.3526818,32.642579,2.2078914e-05,0.00084787572
5.4555948,32.642579,2.2936073e-05,0.00086417734
5.5604864,32.642579,2.3826509e-05,0.00088079238
5.6673947,32.642579,2.4751514e-05,0.00089772688
5.7763584,32.642579,2.571243e-05,0.00091498696
5.8874172,32.642579,2.6710652e-05,0.00093257889
6.0006112,32.642579,2.7747626e-05,0.00095050905
6.1159815,32.642579,2.8824859e-05,0.00096878395
6.23357,32.642579,2.9943912e-05,0.0009874102
6.3534193,32.642579,3.110641e-05,0.0010063946
6.4755729,32.642579,3.2314039e-05,0.001025744
6.600075,32.642579,3.3568552e-05,0.0010454653
6.7269709,32.642579,3.4871767e-05,0.0010655659
6.8563065,32.642579,3.6225577e-05,0.0010860529
6.9881288,32.642579,3.7631945e-05,0.0011069339
7.1224856,32.642579,3.9092911e-05,0.0011282162
7.2594255,32.642579,4.0610597e-05,0.0011499078
7.3989984,32.642579,4.2187202e-05,0.0011720164
7.5412547,32.642579,4.3825015e-05,0.0011945501
7.6862461,32.642579,4.5526413e-05,0.0012175171
7.8340252,32.642579,4.7293862e-05,0.0012409256
7.9846455,32.642579,4.9129929e-05,0.0012647841
8.1381617,32.642579,5.1037276e-05,0.0012891014
8.2946295,32.642579,5.3018672e-05,0.0013138862
8.4541056,32.642579,5.507699e-05,0.0013391476
8.6166479,32.642579,5.7215217e-05,0.0013648946
8.7823153,32.642579,5.9436456e-05,0.0013911366
8.9511678,32.642579,6.1743928e-05,0.0014178832
9.1232668,32.642579,6.4140983e-05,0.0014451441
9.2986747,32.642579,6.6631097e-05,0.001472929
9.477455,32.642579,6.9217884e-05,0.0015012482
9.6596726,32.642579,7.1905096e-05,0.0015301118
9.8453936,32.642579,7.4696633e-05,0.0015595304
10.034685,32.642579,7.7596544e-05,0.0015895146
10.227617,32.642579,8.0609037e-05,0.0016200753
10.424257,32.642579,8.3738482e-05,0.0016512236
10.624678,32.642579,8.698942e-05,0.0016829707
10.828953,32.642579,9.0366568e-05,0.0017153282
11.037155,32.642579,9.3874826e-05,0.0017483079
11.24936,32.642579,9.7519283e-05,0.0017819216
11.465645,32.642579,0.00010130523,0.0018161816
11.686089,32.642579,0.00010523815,0.0018511003
11.91077,32.642579,0.00010932376,0.0018866903
12.139772,32.642579,0.00011356798,0.0019229646
12.373176,32.642579,0.00011797698,0.0019599364
12.611068,32.642579,0.00012255714,0.0019976189
12.853534,32.642579,0.00012731512,0.002036026
13.100662,32.642579,0.00013225781,0.0020751715
13.352541,32.642579,0.00013739239,0.0021150697
13.609262,32.642579,0.00014272631,0.0021557349
13.87092,32.642579,0.0001482673,0.002197182
14.137608,32.642579,0.00015402341,0.002239426
14.409424,32.642579,0.00016000299,0.0022824821
14.686466,32.642579,0.00016621471,0.0023263661
14.968834,32.642579,0.00017266758,0.0023710938
15.256631,32.642579,0.00017937097,0.0024166815
15.549962,32.642579,0.0001863346,0.0024631456
15.848932,32.642579,0.00019356858,0.0025105031
16.15365,32.642579,0.0002010834,0.0025587711
16.464227,32.642579,0.00020888996,0.0026079672
16.780776,32.642579,0.00021699959,0.0026581091
17.10341,32.642579,0.00022542406,0.002709215
17.432248,32.642579,0.00023417559,0.0027613036
17.767407,32.642579,0.00024326688,0.0028143936
18.109011,32.642579,0.00025271111,0.0028685043
18.457183,32.642579,0.00026252199,0.0029236554
18.812049,32.642579,0.00027271375,0.0029798669
19.173737,32.642579,0.00028330119,0.003037159
19.54238,32.642579,0.00029429965,0.0030955528
19.91811,32.642579,0.0003057251,0.0031550692
20.301064,32.642579,0.00031759412,0.0032157299
20.691381,32.642579,0.00032992392,0.0032775569
21.089202,32.642579,0.0003427324,0.0033405726
21.494672,32.642579,0.00035603813,0.0034047999
21.907938,32.642579,0.00036986043,0.0034702621
22.329149,32.642579,0.00038421934,0.0035369828
22.758459,32.642579,0.0003991357,0.0036049864
23.196023,32.642579,0.00041463115,0.0036742974
23.642,32.642579,0.00043072817,0.003744941
24.096551,32.642579,0.00044745012,0.0038169428
24.559842,32.642579,0.00046482126,0.003890329
25.03204,32.642579,0.00048286679,0.0039651262
25.513317,32.642579,0.0005016129,0.0040413614
26.003847,32.642579,0.00052108677,0.0041190623
26.503808,32.642579,0.00054131667,0.0041982572
27.013381,32.642579,0.00056233194,0.0042789747
27.532752,32.642579,0.00058416308,0.0043612441
28.062109,32.642579,0.00060684176,0.0044450952
28.601643,32.642579,0.00063040088,0.0045305585
29.15155,32.642579,0.00065487463,0.004617665
29.71203,32.642579,0.00068029851,0.0047064462
30.283287,32.642579,0.00070670941,0.0047969344
30.865526,32.642579,0.00073414564,0.0048891623
31.45896,32.642579,0.00076264702,0.0049831634
32.063803,32.642579,0.0007922549,0.0050789719
32.680276,32.642579,0.00082301223,0.0051766223
33.308601,32.642579,0.00085496363,0.0052761503
33.949006,32.642579,0.00088815547,0.0053775918
34.601725,32.642579,0.0009226359,0.0054809837
35.266992,32.642579,0.00095845494,0.0055863635
35.94505,32.642579,0.00099566457,0.0056937693
36.636145,32.642579,0.0010343188,0.0058032402
37.340528,32.642579,0.0010744736,0.0059148157
38.058453,32.642579,0.0011161874,0.0060285365
38.790181,32.642579,0.0011595206,0.0061444438
39.535978,32.642579,0.0012045361,0.0062625795
40.296113,32.642579,0.0012512992,0.0063829865
41.070864,32.642579,0.0012998778,0.0065057085
41.86051,32.642579,0.0013503423,0.0066307901
42.665338,32.642579,0.001402766,0.0067582765
43.48564,32.642579,0.0014572249,0.006888214
44.321713,32.642579,0.001513798,0.0070206498
45.173862,32.642579,0.0015725675,0.0071556318
46.042394,32.642579,0.0016336185,0.0072932091
46.927625,32.642579,0.0016970397,0.0074334314
47.829875,32.642579,0.001762923,0.0075763498
48.749473,32.642579,0.0018313641,0.0077220159
49.686751,32.642579,0.0019024623,0.0078704827
50.64205,32.642579,0.0019763207,0.008021804
51.615716,32.642579,0.0020530464,0.0081760347
52.608102,32.642579,0.0021327508,0.0083332306
53.619568,32.642579,0.0022155496,0.0084934489
54.650481,32.642579,0.0023015628,0.0086567476
55.701214,32.642579,0.0023909152,0.0088231859
56.77215,32.642579,0.0024837366,0.0089928243
57.863675,32.642579,0.0025801615,0.0091657242
58.976187,32.642579,0.0026803298,0.0093419483
60.110089,32.642579,0.002784387,0.0095215606
61.265791,32.642579,0.0028924839,0.0097046262
62.443713,32.642579,0.0030047774,0.0098912115
63.644283,32.642579,0.0031214304,0.010081384
64.867935,32.642579,0.0032426122,0.010275213
66.115114,32.642579,0.0033684985,0.010472769
67.386272,32.642579,0.0034992721,0.010674123
68.681869,32.642579,0.0036351227,0.010879348
70.002376,32.642579,0.0037762473,0.011088519
71.348272,32.642579,0.0039228507,0.011301712
72.720044,32.642579,0.0040751456,0.011519003
74.118191,32.642579,0.004233353,0.011740473
75.543219,32.642579,0.0043977024,0.0119662
76.995646,32.642579,0.0045684323,0.012196267
78.475997,32.642579,0.0047457903,0.012430758
79.98481,32.642579,0.0049300338,0.012669757
81.522633,32.642579,0.0051214301,0.012913351
83.090022,32.642579,0.0053202569,0.013161629
84.687546,32.642579,0.0055268026,0.01341468
86.315785,32.642579,0.005741367,0.013672596
87.97533,32.642579,0.0059642613,0.013935472
89.666781,32.642579,0.0061958089,0.014203401
91.390753,32.642579,0.0064363458,0.014476482
93.147871,32.642579,0.0066862209,0.014754813
94.938772,32.642579,0.0069457968,0.015038495
96.764105,32.642579,0.0072154501,0.015327632
98.624534,32.642579,0.007495572,0.015622327
100.52073,32.642579,0.007786569,0.015922689
102.45339,32.642579,0.0080888632,0.016228825
104.4232,32.642579,0.0084028932,0.016540848
106.43088,32.642579,0.0087291146,0.016858869
108.47717,32.642579,0.0090680008,0.017183005
110.5628,32.642579,0.0094200434,0.017513373
112.68853,32.642579,0.0097857532,0.017850092
114.85512,32.642579,0.010165661,0.018193286
117.06338,32.642579,0.010560317,0.018543078
119.31409,32.642579,0.010970295,0.018899595
121.60807,32.642579,0.01139619,0.019262967
123.94616,32.642579,0.011838618,0.019633325
126.3292,32.642579,0.012298223,0.020010804
128.75806,32.642579,0.012775671,0.02039554
131.23362,32.642579,0.013271655,0.020787673
133.75678,32.642579,0.013786894,0.021187346
136.32844,32.642579,0.014322136,0.021594703
138.94955,32.642579,0.014878157,0.022009892
141.62105,32.642579,0.015455765,0.022433064
144.34392,32.642579,0.016055796,0.022864371
147.11914,32.642579,0.016679123,0.023303972
149.94771,32.642579,0.017326648,0.023752024
152.83067,32.642579,0.017999312,0.02420869
155.76906,32.642579,0.018698091,0.024674137
158.76394,32.642579,0.019423998,0.025148533
161.81641,32.642579,0.020178086,0.025632049
164.92756,32.642579,0.02096145,0.026124862
168.09853,32.642579,0.021775226,0.02662715
171.33046,32.642579,0.022620595,0.027139095
174.62454,32.642579,0.023498784,0.027660882
177.98194,32.642579,0.024411066,0.028192702
181.4039,32.642579,0.025358765,0.028734747
184.89165,32.642579,0.026343256,0.029287214
188.44645,32.642579,0.027365967,0.029850303
192.06961,32.642579,0.028428383,0.030424217
195.76242,32.642579,0.029532044,0.031009166
199.52623,32.642579,0.030678552,0.031605362
0.1,33.40485,7.8860572e-09,1.6210105e-05
0.10192264,33.40485,8.1922137e-09,1.6521768e-05
0.10388225,33.40485,8.5102561e-09,1.6839422e-05
0.10587954,33.40485,8.8406456e-09,1.7163184e-05
0.10791522,33.40485,9.1838617e-09,1.7493171e-05
0.10999005,33.40485,9.5404023e-09,1.7829502e-05
0.11210476,33.40485,9.9107847e-09,1.81723e-05
0.11426014,33.40485,1.0295546e-08,1.8521688e-05
0.11645695,33.40485,1.0695245e-08,1.8877794e-05
0.118696,33.40485,1.1110462e-08,1.9240747e-05
0.1209781,33.40485,1.1541798e-08,1.9610678e-05
0.12330408,33.40485,1.1989879e-08,1.9987721e-05
0.12567478,33.40485,1.2455356e-08,2.0372013e-05
0.12809105,33.40485,1.2938905e-08,2.0763694e-05
0.13055379,33.40485,1.3441226e-08,2.1162906e-05
0.13306387,33.40485,1.3963048e-08,2.1569793e-05
0.13562221,33.40485,1.4505128e-08,2.1984503e-05
0.13822974,33.40485,1.5068254e-08,2.2407187e-05
0.14088741,33.40485,1.5653241e-08,2.2837997e-05
0.14359617,33.40485,1.626094e-08,2.327709e-05
0.14635701,33.40485,1.689223e-08,2.3724625e-05
0.14917093,33.40485,1.7548029e-08,2.4180765e-05
0.15203896,33.40485,1.8229288e-08,2.4645675e-05
0.15496213,33.40485,1.8936994e-08,2.5119523e-05
0.15794149,33.40485,1.9672176e-08,2.5602482e-05
0.16097814,33.40485,2.0435899e-08,2.6094726e-05
